,name,origin
1503,Pin,French
1504,Pinard,French
1505,Pinault,French
1506,Pineau,French
1507,Pinet,French
1508,Pinsonneault,French
1509,Pinter,French
1510,Pion,French
1511,Pique,French
1512,Pitre,French
1513,Pitre,French
1514,Pittard,French
1515,Place,French
1516,Place,French
1517,Place,French
1518,Plaisance,French
1519,Plaisance,French
1520,Plaisance,French
1521,Plamondon,French
1522,Plant,French
1523,Plante,French
1524,Plantier,French
1525,Plasse,French
1526,Platte,French
1527,Pleau,French
1528,Plouff,French
1529,Plouffe,French
1530,Plourde,French
1531,Plue,French
1532,Ply,French
1533,Poche,French
1534,Poire,French
1535,Poirier,French
1536,Poirot,French
1537,Poissant,French
1538,Poisson,French
1539,Poitras,French
1540,Poley,French
1541,Poli,French
1542,Polin,French
1543,Polite,French
1544,Pollet,French
1545,Polley,French
1546,Polly,French
1547,Polus,French
1548,Pommier,French
1549,Poncelet,French
1550,Prout,French
1551,Provance,French
1552,Proveaux,French
1553,Provencal,French
1554,Provence,French
1555,Provencher,French
1556,Provost,French
1557,Prudhomme,French
1558,Prueitt,French
1559,Pruet,French
1560,Pruett,French
1561,Pruette,French
1562,Pruiett,French
1563,Pruit,French
1564,Pruitt,French
1565,Pruneau,French
1566,Prunier,French
1567,Purifoy,French
1568,Pusey,French
1569,Quaranta,French
1570,Quay,French
1571,Quebedeaux,French
1572,Quebodeaux,French
1573,Quenneville,French
1574,Quesnel,French
1575,Quesnell,French
1576,Quin,French
1577,Quine,French
1578,Quint,French
1579,Quintin,French
1580,Quirin,French
1581,Raba,French
1582,Rabin,French
1583,Raboin,French
1584,Raby,French
1585,Rachel,French
1586,Racicot,French
1587,Racine,French
1588,Ragon,French
1589,Raiche,French
1590,Raimond,French
1591,Rainier,French
1592,Rainville,French
1593,Ramage,French
1594,Rambin,French
1595,Rambo,French
1596,Ramel,French
1597,Ramey,French
1598,Ramus,French
1599,Rancourt,French
1600,Revel,French
1601,Revel,French
1602,Revere,French
1603,Reville,French
1604,Reymond,French
1605,Reynaud,French
1606,Rhone,French
1607,Riblet,French
1608,Riche,French
1609,Richoux,French
1610,Ricord,French
1611,Rideau,French
1612,Rieb,French
1613,Riendeau,French
1614,Rigaud,French
1615,Rion,French
1616,Riopel,French
1617,Riopelle,French
1618,Rioux,French
1619,Rison,French
1620,Rivard,French
1621,Riveron,French
1622,Rives,French
1623,Rivest,French
1624,Rivet,French
1625,Rivett,French
1626,Rivette,French
1627,Riviere,French
1628,Robarge,French
1629,Robe,French
1630,Roberge,French
1631,Roberge,French
1632,Roberge,French
1633,Robichaud,French
1634,Robichaux,French
1635,Robicheau,French
1636,Robicheaux,French
1637,Robideau,French
1638,Robideaux,French
1639,Robidoux,French
1640,Robillard,French
1641,Robinett,French
1642,Rochat,French
1643,Roche,French
1644,Rochefort,French
1645,Rochelle,French
1646,Rochette,French
1647,Rochon,French
1648,Rodin,French
1649,Rodrigue,French
1650,Sade,French
1651,Sagan,French
1652,Sager,French
1653,Sain,French
1654,Saindon,French
1655,Saladin,French
1656,Salamy,French
1657,Salber,French
1658,Sale,French
1659,Salem,French
1660,Sales,French
1661,Salin,French
1662,Saline,French
1663,Salle,French
1664,Salle,French
1665,Salles,French
1666,Salois,French
1667,Salone,French
1668,Salvage,French
1669,Salvant,French
1670,Sand,French
1671,Sandel,French
1672,Sandoz,French
1673,Sansouci,French
1674,Sansoucie,French
1675,Sansoucy,French
1676,Santer,French
1677,Santerre,French
1678,Sara,French
1679,Sarasin,French
1680,Sarazen,French
1681,Sarazin,French
1682,Sarchet,French
1683,Sarles,French
1684,Sarrazin,French
1685,Sartin,French
1686,Sartor,French
1687,Sas,French
1688,Sasse,French
1689,Sasseville,French
1690,Satin,French
1691,Saucier,French
1692,Saulnier,French
1693,Sault,French
1694,Saunier,French
1695,Saur,French
1696,Sauvage,French
1697,Sauvageau,French
1698,Sauve,French
1699,Savant,French
1700,Soisson,French
1701,Solon,French
1702,Songy,French
1703,Sonia,French
1704,Sonnier,French
1705,Sopher,French
1706,Sorel,French
1707,Sorelle,French
1708,Sorin,French
1709,Soucy,French
1710,Souder,French
1711,Soule,French
1712,Soules,French
1713,Soulier,French
1714,Soulier,French
1715,Souliere,French
1716,Soulliere,French
1717,Spenard,French
1718,Spoo,French
1719,St. Amand,French
1720,St. Amant,French
1721,St. Amour,French
1722,St. Andre,French
1723,St. Ange,French
1724,St. Angel,French
1725,St. Ann,French
1726,St. Aubin,French
1727,St. Charles,French
1728,St. Clair,French
1729,St. Claire,French
1730,St. Croix,French
1731,St. Cyr,French
1732,St. Denis,French
1733,St. Fleur,French
1734,St. Gelais,French
1735,St. George,French
1736,St. Germain,French
1737,St. Germaine,French
1738,St. Hilaire,French
1739,St. Jacques,French
1740,St. Jean,French
1741,St. Julien,French
1742,St. Laurent,French
1743,St. Louis,French
1744,St. Marie,French
1745,St. Martin,French
1746,St. Onge,French
1747,St. Ores,French
1748,St. Ours,French
1749,St. Pierre,French
1750,Therrien,French
1751,Thevenin,French
1752,Thevenot,French
1753,Thibadeau,French
1754,Thibaudeau,French
1755,Thibault,French
1756,Thibaut,French
1757,Thibeau,French
1758,Thibeault,French
1759,Thibeaux,French
1760,Thibert,French
1761,Thibodaux,French
1762,Thibodeau,French
1763,Thibodeaux,French
1764,Thiboutot,French
1765,Thiebaud,French
1766,Thierry,French
1767,Thiers,French
1768,Thiery,French
1769,Thill,French
1770,Thirion,French
1771,Thiry,French
1772,Thomassie,French
1773,Thome,French
1774,Thomure,French
1775,Thore,French
1776,Thore,French
1777,Thorell,French
1778,Tiger,French
1779,Tison,French
1780,Tissot,French
1781,Tite,French
1782,Tolbert,French
1783,Tolin,French
1784,Tondreau,French
1785,Totin,French
1786,Touchet,French
1787,Toulouse,French
1788,Toupin,French
1789,Toups,French
1790,Tourangeau,French
1791,Tourdot,French
1792,Tourigny,French
1793,Tourtellotte,French
1794,Tourville,French
1795,Tousignant,French
1796,Toussaint,French
1797,Toutant,French
1798,Toy,French
1799,Toye,French
1800,Valin,French
1801,Valiquette,French
1802,Valleau,French
1803,Vallee,French
1804,Valleroy,French
1805,Vallery,French
1806,Vallet,French
1807,Vallet,French
1808,Vallette,French
1809,Vallier,French
1810,Valliere,French
1811,Vallieres,French
1812,Vallin,French
1813,Vallot,French
1814,Valois,French
1815,Vanier,French
1816,Vannier,French
1817,Varin,French
1818,Varon,French
1819,Vasseur,French
1820,Vastine,French
1821,Vautour,French
1822,Vautrin,French
1823,Vaux,French
1824,Veilleux,French
1825,Veillon,French
1826,Venier,French
1827,Vennard,French
1828,Vercher,French
1829,Verdin,French
1830,Verdon,French
1831,Verduin,French
1832,Verdun,French
1833,Verkler,French
1834,Verley,French
1835,Verne,French
1836,Vernier,French
1837,Vernier,French
1838,Vernier,French
1839,Vernon,French
1840,Veron,French
1841,Verret,French
1842,Verrette,French
1843,Vertefeuille,French
1844,Verville,French
1845,Via,French
1846,Viau,French
1847,Vibert,French
1848,Victor,French
1849,Victoria,French
