,name,origin
792,Curreri,Italian
793,Curti,Italian
794,Cusanelli,Italian
795,Cusano,Italian
796,Cusato,Italian
797,Cusenza,Italian
798,Cusimano,Italian
799,Cusmano,Italian
800,D’Arco,Italian
801,D’Arezzo,Italian
802,D’Arienzo,Italian
803,D’Arpino,Italian
804,D’Arrigo,Italian
805,D’Asaro,Italian
806,D’Ascanio,Italian
807,D’Ascenzo,Italian
808,D’Ascoli,Italian
809,D’Atri,Italian
810,D’Attilio,Italian
811,D’Auria,Italian
812,D’Avanzo,Italian
813,D’Aversa,Italian
814,D’Azzo,Italian
815,D’Egidio,Italian
816,D’Elia,Italian
817,D’Emilio,Italian
818,D’Ercole,Italian
819,D’Errico,Italian
820,D’Esposito,Italian
821,D’Ettore,Italian
822,D’Imperio,Italian
823,D’Innocenzo,Italian
824,D’Intino,Italian
825,D’Orazio,Italian
826,D’Oria,Italian
827,D’Orio,Italian
828,D’Orsi,Italian
829,D’Orso,Italian
830,D’Ottavio,Italian
831,D’Ovidio,Italian
832,D’Urbano,Italian
833,D’Uva,Italian
834,Da Ponte,Italian
835,Da Pra,Italian
836,Daino,Italian
837,Dal Porto,Italian
838,Dal Santo,Italian
839,Damiani,Italian
840,Damiano,Italian
841,Damone,Italian
842,Danella,Italian
843,Danese,Italian
844,Danesi,Italian
845,Daniele,Italian
846,Danieli,Italian
847,Dante,Italian
848,Danza,Italian
849,Danza,Italian
850,De Cristoforo,Italian
851,De Domenico,Italian
852,De Dominicis,Italian
853,De Donato,Italian
854,De Fabio,Italian
855,De Falco,Italian
856,De Fazio,Italian
857,De Feo,Italian
858,De Filippis,Italian
859,De Filippo,Italian
860,De Fina,Italian
861,De Fino,Italian
862,De Fiore,Italian
863,De Florio,Italian
864,De Francesco,Italian
865,De Francisco,Italian
866,De Franco,Italian
867,De Fronzo,Italian
868,De Furia,Italian
869,De Gaetano,Italian
870,De Gennaro,Italian
871,De Giacomo,Italian
872,De Giorgio,Italian
873,De Girolamo,Italian
874,De Grado,Italian
875,De Grado,Italian
876,De Grande,Italian
877,De Gregorio,Italian
878,De Laura,Italian
879,De Laurentis,Italian
880,De Lauro,Italian
881,De Lellis,Italian
882,De Lello,Italian
883,De Leonardis,Italian
884,De Lillo,Italian
885,De Lisi,Italian
886,De Lisio,Italian
887,De Lorenzo,Italian
888,De Luca,Italian
889,De Lucca,Italian
890,De Lucca,Italian
891,De Lucchi,Italian
892,De Lucia,Italian
893,De Luise,Italian
894,De Maggio,Italian
895,De Maio,Italian
896,De Marchi,Italian
897,De Marco,Italian
898,De Maria,Italian
899,De Marinis,Italian
900,De Robertis,Italian
901,De Rocco,Italian
902,De Rogatis,Italian
903,De Rose,Italian
904,De Rubeis,Italian
905,De Salvo,Italian
906,De Sanctis,Italian
907,De Santi,Italian
908,De Santo,Italian
909,De Sario,Italian
910,De Sarno,Italian
911,De Sarro,Italian
912,De Sena,Italian
913,De Serio,Italian
914,De Simone,Italian
915,De Sisto,Italian
916,De Socio,Italian
917,De Sorbo,Italian
918,De Spirito,Italian
919,De Stasio,Italian
920,De Stefanis,Italian
921,De Stefano,Italian
922,De Toro,Italian
923,De Vico,Italian
924,De Vincentis,Italian
925,De Vincenzi,Italian
926,De Vincenzo,Italian
927,De Vita,Italian
928,De Vitis,Italian
929,De Vito,Italian
930,De Vitto,Italian
931,De Vivo,Italian
932,Dean,Italian
933,Degan,Italian
934,Del Bene,Italian
935,Del Bianco,Italian
936,Del Buono,Italian
937,Del Carlo,Italian
938,Del Conte,Italian
939,Del Core,Italian
940,Del Duca,Italian
941,Del Gatto,Italian
942,Del Gaudio,Italian
943,Del Giorno,Italian
944,Del Giudice,Italian
945,Del Grande,Italian
946,Del Greco,Italian
947,Del Grosso,Italian
948,Del Guercio,Italian
949,Del Mastro,Italian
950,Derico,Italian
951,Derico,Italian
952,Desiderio,Italian
953,Desio,Italian
954,Destro,Italian
955,Devoto,Italian
956,Di Angelo,Italian
957,Di Antonio,Italian
958,Di Bari,Italian
959,Di Bartolo,Italian
960,Di Bartolomeo,Italian
961,Di Battista,Italian
962,Di Bella,Italian
963,Di Bello,Italian
964,Di Benedetto,Italian
965,Di Berardino,Italian
966,Di Bernardo,Italian
967,Di Biase,Italian
968,Di Biasi,Italian
969,Di Biasio,Italian
970,Di Blasi,Italian
971,Di Blasio,Italian
972,Di Bona,Italian
973,Di Buono,Italian
974,Di Camillo,Italian
975,Di Caprio,Italian
976,Di Capua,Italian
977,Di Carlo,Italian
978,Di Cecco,Italian
979,Di Cello,Italian
980,Di Cenzo,Italian
981,Di Cerbo,Italian
982,Di Cesare,Italian
983,Di Chiara,Italian
984,Di Chiaro,Italian
985,Di Cicco,Italian
986,Di Cioccio,Italian
987,Di Clemente,Italian
988,Di Cocco,Italian
989,Di Cola,Italian
990,Di Cosola,Italian
991,Di Costanzo,Italian
992,Di Cristofaro,Italian
993,Di Croce,Italian
994,Di Dio,Italian
995,Di Domenico,Italian
996,Di Domizio,Italian
997,Di Donato,Italian
998,Di Donna,Italian
999,Di Fabio,Italian
1000,Di Marzio,Italian
1001,Di Marzo,Italian
1002,Di Mascio,Italian
1003,Di Masi,Italian
1004,Di Matteo,Italian
1005,Di Mattia,Italian
1006,Di Meglio,Italian
1007,Di Menna,Italian
1008,Di Meo,Italian
1009,Di Michele,Italian
1010,Di Mino,Italian
1011,Di Modica,Italian
1012,Di Muccio,Italian
1013,Di Muro,Italian
1014,Di Muzio,Italian
1015,Di Napoli,Italian
1016,Di Nardi,Italian
1017,Di Nardo,Italian
1018,Di Natale,Italian
1019,Di Nelli,Italian
1020,Di Nello,Italian
1021,Di Nicola,Italian
1022,Di Nino,Italian
1023,Di Nitto,Italian
1024,Di Noia,Italian
1025,Di Nolfo,Italian
1026,Di Noto,Italian
1027,Di Novo,Italian
1028,Di Nucci,Italian
1029,Di Nunzio,Italian
1030,Di Nuzzo,Italian
1031,Di Pace,Italian
1032,Di Palma,Italian
1033,Di Palma,Italian
1034,Di Palo,Italian
1035,Di Paola,Italian
1036,Di Paola,Italian
1037,Di Paolo,Italian
1038,Di Pasqua,Italian
1039,Di Pasquale,Italian
1040,Di Piazza,Italian
1041,Di Piero,Italian
1042,Di Pierro,Italian
1043,Di Pietrantonio,Italian
1044,Di Pietro,Italian
1045,Di Pinto,Italian
1046,Di Pippo,Italian
1047,Di Pirro,Italian
1048,Di Placido,Italian
1049,Di Prima,Italian
1050,Ditta,Italian
1051,Ditto,Italian
1052,Dodaro,Italian
1053,Dolce,Italian
1054,Dolfi,Italian
1055,Domanico,Italian
1056,Domenici,Italian
1057,Domenico,Italian
1058,Domiano,Italian
1059,Dominici,Italian
1060,Domino,Italian
1061,Don,Italian
1062,Dona,Italian
1063,Donatelli,Italian
1064,Donati,Italian
1065,Donato,Italian
1066,Dondero,Italian
1067,Donis,Italian
1068,Donisi,Italian
1069,Donna,Italian
1070,Doro,Italian
1071,Dorsa,Italian
1072,Doto,Italian
1073,Draghi,Italian
1074,Drago,Italian
1075,Dragone,Italian
1076,Dragonetti,Italian
1077,Dragotta,Italian
1078,Duca,Italian
1079,Duce,Italian
1080,Dugo,Italian
1081,Dura,Italian
1082,Durando,Italian
1083,Durante,Italian
1084,Duro,Italian
1085,Elardo,Italian
1086,Ellena,Italian
1087,Elmo,Italian
1088,Elmo,Italian
1089,Emanuele,Italian
1090,Emilio,Italian
1091,Emma,Italian
1092,Emmi,Italian
1093,Endrizzi,Italian
1094,Enea,Italian
1095,Enrico,Italian
1096,Epifano,Italian
1097,Episcopo,Italian
1098,Eppolito,Italian
1099,Eramo,Italian
1100,Famularo,Italian
1101,Fanella,Italian
1102,Fanelli,Italian
1103,Fant,Italian
1104,Fantin,Italian
1105,Fantini,Italian
1106,Fanto,Italian
1107,Fanton,Italian
1108,Fantozzi,Italian
1109,Fanucchi,Italian
1110,Fanucci,Italian
1111,Farace,Italian
1112,Faraci,Italian
1113,Faranda,Italian
1114,Faraone,Italian
1115,Fare,Italian
1116,Farella,Italian
1117,Farese,Italian
1118,Fargnoli,Italian
1119,Fariello,Italian
1120,Farina,Italian
1121,Farinacci,Italian
1122,Farinella,Italian
1123,Farinelli,Italian
1124,Farino,Italian
1125,Faro,Italian
1126,Farone,Italian
1127,Farro,Italian
1128,Farruggia,Italian
1129,Farruggia,Italian
1130,Farruggio,Italian
1131,Farrugia,Italian
1132,Fasanella,Italian
1133,Fasano,Italian
1134,Fasano,Italian
1135,Fasano,Italian
1136,Fasciano,Italian
1137,Fasolo,Italian
1138,Fasone,Italian
1139,Fassio,Italian
1140,Fasullo,Italian
1141,Fatica,Italian
1142,Fatta,Italian
1143,Fattore,Italian
1144,Faustini,Italian
1145,Faustino,Italian
1146,Fausto,Italian
1147,Fava,Italian
1148,Favale,Italian
1149,Favaro,Italian
1150,Ferrarini,Italian
1151,Ferrario,Italian
1152,Ferraris,Italian
1153,Ferraro,Italian
1154,Ferrelli,Italian
1155,Ferrentino,Italian
1156,Ferrera,Italian
1157,Ferrera,Italian
1158,Ferrero,Italian
1159,Ferretti,Italian
1160,Ferri,Italian
1161,Ferrin,Italian
1162,Ferrini,Italian
1163,Ferritto,Italian
1164,Ferro,Italian
1165,Ferro,Italian
1166,Ferron,Italian
1167,Ferrone,Italian
1168,Ferroni,Italian
1169,Ferrucci,Italian
1170,Ferullo,Italian
1171,Fiacco,Italian
1172,Fiano,Italian
1173,Fiaschetti,Italian
1174,Fiato,Italian
1175,Ficca,Italian
1176,Ficco,Italian
1177,Fico,Italian
1178,Fidanza,Italian
1179,Fidel,Italian
1180,Fierro,Italian
1181,Figliola,Italian
1182,Figone,Italian
1183,Filardi,Italian
1184,Filice,Italian
1185,Filice,Italian
1186,Filipi,Italian
1187,Filippelli,Italian
1188,Filippi,Italian
1189,Filippini,Italian
1190,Filippo,Italian
1191,Filippone,Italian
1192,Fina,Italian
1193,Finamore,Italian
1194,Finelli,Italian
